2,parallel,11.5596
2,parallel,11.7567
2,parallel,12.0805
2,parallel,11.8299
2,parallel,11.6316
2,parallel,11.8111
2,parallel,11.559
2,parallel,11.7451
2,parallel,11.6722
2,parallel,11.566
2,parallel,11.7551
2,parallel,11.7581
2,parallel,11.703
2,parallel,11.871
2,parallel,11.6885
2,parallel,11.6229
2,parallel,11.6263
2,parallel,11.6264
2,parallel,11.9084
2,parallel,11.8166
4,parallel,6.73431
4,parallel,7.57105
4,parallel,7.23065
4,parallel,6.85824
4,parallel,7.26744
4,parallel,6.68741
4,parallel,7.28626
4,parallel,6.64764
4,parallel,6.62827
4,parallel,6.67309
4,parallel,7.15993
4,parallel,6.79673
4,parallel,6.60157
4,parallel,6.94716
4,parallel,6.35979
4,parallel,6.87863
4,parallel,6.88083
4,parallel,7.04814
4,parallel,6.91622
4,parallel,7.02412
8,parallel,4.33878
8,parallel,4.93942
8,parallel,4.06632
8,parallel,4.51289
8,parallel,5.10091
8,parallel,5.00636
8,parallel,4.49202
8,parallel,4.89239
8,parallel,4.75286
8,parallel,4.67026
8,parallel,4.95312
8,parallel,4.50848
8,parallel,4.83255
8,parallel,5.02192
8,parallel,4.32707
8,parallel,4.53327
8,parallel,4.36553
8,parallel,4.8691
8,parallel,5.05893
8,parallel,4.75169
16,parallel,4.42354
16,parallel,4.50412
16,parallel,4.39447
16,parallel,4.64143
16,parallel,4.54944
16,parallel,4.59544
16,parallel,4.52687
16,parallel,4.51358
16,parallel,4.65222
16,parallel,4.57597
16,parallel,4.56237
16,parallel,4.25504
16,parallel,4.56225
16,parallel,4.20006
16,parallel,4.64102
16,parallel,4.5328
16,parallel,4.49303
16,parallel,4.58905
16,parallel,4.38908
16,parallel,3.89758
32,parallel,4.24352
32,parallel,4.37236
32,parallel,4.42485
32,parallel,4.3858
32,parallel,4.41636
32,parallel,4.38743
32,parallel,4.53197
32,parallel,4.26705
32,parallel,4.2984
32,parallel,4.24225
32,parallel,4.51769
32,parallel,4.43809
32,parallel,4.32849
32,parallel,4.54439
32,parallel,4.30385
32,parallel,4.38836
32,parallel,4.37018
32,parallel,4.32263
32,parallel,4.24804
32,parallel,4.32617
2,123456,0.000344
2,123456,0.000322
2,123456,0.000339
2,123456,0.000372
2,123456,0.000301
2,123456,0.000376
2,123456,0.000347
2,123456,0.000289
2,123456,0.00039
2,123456,0.000408
2,123456,0.000333
2,123456,0.000315
2,123456,0.000357
2,123456,0.000294
2,123456,0.000279
2,123456,0.000318
2,123456,0.000323
2,123456,0.000303
2,123456,0.000297
2,123456,0.000364
4,123456,0.000413
4,123456,0.000426
4,123456,0.00039
4,123456,0.000467
4,123456,0.000483
4,123456,0.000422
4,123456,0.000456
4,123456,0.00041
4,123456,0.000392
4,123456,0.000483
4,123456,0.000335
4,123456,0.000492
4,123456,0.000375
4,123456,0.000411
4,123456,0.000414
4,123456,0.000407
4,123456,0.000404
4,123456,0.000431
4,123456,0.000398
4,123456,0.000406
8,123456,0.000514
8,123456,0.000474
8,123456,0.000579
8,123456,0.000598
8,123456,0.000567
8,123456,0.000605
8,123456,0.00057
8,123456,0.000646
8,123456,0.000987
8,123456,0.000545
8,123456,0.0005
8,123456,0.000684
8,123456,0.000658
8,123456,0.000477
8,123456,0.000619
8,123456,0.000509
8,123456,0.000637
8,123456,0.000596
8,123456,0.000562
8,123456,0.000924
16,123456,0.000702
16,123456,0.000644
16,123456,0.000775
16,123456,0.000635
16,123456,0.000952
16,123456,0.000945
16,123456,0.000737
16,123456,0.000675
16,123456,0.000817
16,123456,0.000604
16,123456,0.000584
16,123456,0.001162
16,123456,0.00094
16,123456,0.000645
16,123456,0.000699
16,123456,0.000672
16,123456,0.000616
16,123456,0.000955
16,123456,0.000948
16,123456,0.000627
32,123456,0.000886
32,123456,0.001159
32,123456,0.001015
32,123456,0.00104
32,123456,0.001553
32,123456,0.00101
32,123456,0.00122
32,123456,0.000951
32,123456,0.000981
32,123456,0.001398
32,123456,0.000831
32,123456,0.000957
32,123456,0.001349
32,123456,0.001028
32,123456,0.001224
32,123456,0.001008
32,123456,0.000979
32,123456,0.000923
32,123456,0.001026
32,123456,0.00097
2,hawker1,1.3222
2,hawker1,1.40389
2,hawker1,1.3735
2,hawker1,1.27288
2,hawker1,1.2747
2,hawker1,1.33113
2,hawker1,1.35238
2,hawker1,1.30191
2,hawker1,1.32836
2,hawker1,1.36839
2,hawker1,1.28515
2,hawker1,1.2909
2,hawker1,1.24819
2,hawker1,1.27638
2,hawker1,1.32689
2,hawker1,1.31738
2,hawker1,1.3163
2,hawker1,1.36262
2,hawker1,1.27732
2,hawker1,1.2633
4,hawker1,1.6393
4,hawker1,1.41683
4,hawker1,1.54173
4,hawker1,1.47941
4,hawker1,1.43585
4,hawker1,1.4104
4,hawker1,1.55515
4,hawker1,1.62041
4,hawker1,1.41375
4,hawker1,1.4307
4,hawker1,1.37926
4,hawker1,1.44629
4,hawker1,1.44928
4,hawker1,1.47555
4,hawker1,1.59719
4,hawker1,1.52449
4,hawker1,1.57358
4,hawker1,1.56969
4,hawker1,1.53915
4,hawker1,1.52428
8,hawker1,2.29032
8,hawker1,1.9432
8,hawker1,1.8249
8,hawker1,2.30079
8,hawker1,2.47277
8,hawker1,2.41669
8,hawker1,2.13503
8,hawker1,2.05808
8,hawker1,1.93862
8,hawker1,2.01494
8,hawker1,1.87958
8,hawker1,2.01673
8,hawker1,2.10784
8,hawker1,1.85619
8,hawker1,2.01151
8,hawker1,1.95224
8,hawker1,2.25467
8,hawker1,2.15254
8,hawker1,1.84281
8,hawker1,2.19018
16,hawker1,4.1508
16,hawker1,4.24752
16,hawker1,4.13069
16,hawker1,4.14014
16,hawker1,3.99041
16,hawker1,3.99591
16,hawker1,3.95099
16,hawker1,4.51954
16,hawker1,4.26222
16,hawker1,4.47963
16,hawker1,4.02618
16,hawker1,3.93887
16,hawker1,4.33532
16,hawker1,4.39375
16,hawker1,4.27693
16,hawker1,3.96299
16,hawker1,4.26687
16,hawker1,4.2576
16,hawker1,4.27305
16,hawker1,3.84807
32,hawker1,3.72862
32,hawker1,2.98963
32,hawker1,3.47152
32,hawker1,3.52947
32,hawker1,3.45491
32,hawker1,3.64109
32,hawker1,3.57714
32,hawker1,3.69004
32,hawker1,3.46586
32,hawker1,3.57588
32,hawker1,3.39009
32,hawker1,3.3492
32,hawker1,3.61717
32,hawker1,3.56931
32,hawker1,3.78053
32,hawker1,3.76192
32,hawker1,3.38372
32,hawker1,3.95143
32,hawker1,3.81463
32,hawker1,3.43819
2,ac3127,5.43295
2,ac3127,5.39598
2,ac3127,5.41059
2,ac3127,5.38787
2,ac3127,5.26938
2,ac3127,5.30757
2,ac3127,5.31496
2,ac3127,5.34902
2,ac3127,5.45606
2,ac3127,5.32968
2,ac3127,5.67294
2,ac3127,5.35167
2,ac3127,5.28333
2,ac3127,5.38711
2,ac3127,5.31071
2,ac3127,5.35376
2,ac3127,5.46271
2,ac3127,5.42315
2,ac3127,5.4439
2,ac3127,5.44555
4,ac3127,6.55404
4,ac3127,5.98809
4,ac3127,6.0584
4,ac3127,6.32576
4,ac3127,6.41792
4,ac3127,6.10619
4,ac3127,6.56443
4,ac3127,6.17367
4,ac3127,6.78049
4,ac3127,5.95164
4,ac3127,6.59053
4,ac3127,6.18585
4,ac3127,6.27209
4,ac3127,6.6057
4,ac3127,6.26489
4,ac3127,6.19452
4,ac3127,6.27379
4,ac3127,6.28092
4,ac3127,6.06176
4,ac3127,6.91746
8,ac3127,3.56123
8,ac3127,3.4245
8,ac3127,3.64235
8,ac3127,3.76351
8,ac3127,3.77447
8,ac3127,4.71419
8,ac3127,3.56713
8,ac3127,4.53779
8,ac3127,3.77263
8,ac3127,3.98046
8,ac3127,4.40157
8,ac3127,3.91562
8,ac3127,3.81195
8,ac3127,3.69005
8,ac3127,4.33074
8,ac3127,4.21386
8,ac3127,3.43069
8,ac3127,5.1276
8,ac3127,4.02665
8,ac3127,3.89607
16,ac3127,3.09972
16,ac3127,3.26026
16,ac3127,3.19571
16,ac3127,2.96257
16,ac3127,2.94157
16,ac3127,2.5906
16,ac3127,2.73591
16,ac3127,3.56102
16,ac3127,2.92591
16,ac3127,3.05043
16,ac3127,3.13783
16,ac3127,2.83092
16,ac3127,3.02952
16,ac3127,3.19381
16,ac3127,2.77268
16,ac3127,2.75493
16,ac3127,2.47039
16,ac3127,3.36786
16,ac3127,3.05625
16,ac3127,2.721
32,ac3127,1.15439
32,ac3127,1.05649
32,ac3127,1.21891
32,ac3127,1.20787
32,ac3127,1.31918
32,ac3127,1.21594
32,ac3127,1.38044
32,ac3127,1.35181
32,ac3127,0.94108
32,ac3127,1.28857
32,ac3127,1.53879
32,ac3127,1.23366
32,ac3127,1.29369
32,ac3127,1.16739
32,ac3127,1.3067
32,ac3127,1.43418
32,ac3127,1.10022
32,ac3127,1.31468
32,ac3127,1.43829
32,ac3127,1.10595
2,mritaly,9.65414
2,mritaly,9.55278
2,mritaly,9.74634
2,mritaly,9.7591
2,mritaly,9.80675
2,mritaly,9.71281
2,mritaly,9.74228
2,mritaly,9.55333
2,mritaly,9.72726
2,mritaly,9.85605
2,mritaly,9.87443
2,mritaly,9.59087
2,mritaly,9.8713
2,mritaly,9.77713
2,mritaly,9.5872
2,mritaly,9.75747
2,mritaly,9.90528
2,mritaly,9.91203
2,mritaly,9.6985
2,mritaly,9.7965
4,mritaly,4.39238
4,mritaly,4.15362
4,mritaly,4.86267
4,mritaly,4.57635
4,mritaly,4.29088
4,mritaly,4.64456
4,mritaly,4.52376
4,mritaly,4.25061
4,mritaly,4.45659
4,mritaly,4.7984
4,mritaly,4.59552
4,mritaly,4.30342
4,mritaly,4.3235
4,mritaly,4.56359
4,mritaly,4.20378
4,mritaly,4.48986
4,mritaly,4.66812
4,mritaly,4.19752
4,mritaly,4.43633
4,mritaly,4.38685
8,mritaly,1.17332
8,mritaly,1.18746
8,mritaly,1.28109
8,mritaly,1.36718
8,mritaly,1.31675
8,mritaly,1.27825
8,mritaly,1.0994
8,mritaly,1.10454
8,mritaly,1.09978
8,mritaly,1.2155
8,mritaly,1.36037
8,mritaly,1.15338
8,mritaly,1.05872
8,mritaly,1.41701
8,mritaly,1.06411
8,mritaly,1.0666
8,mritaly,1.16016
8,mritaly,1.20217
8,mritaly,1.29763
8,mritaly,1.07081
16,mritaly,2.28495
16,mritaly,2.87014
16,mritaly,2.68556
16,mritaly,2.26214
16,mritaly,2.91148
16,mritaly,2.01896
16,mritaly,1.93063
16,mritaly,2.53326
16,mritaly,2.47068
16,mritaly,2.34258
16,mritaly,2.1803
16,mritaly,2.16378
16,mritaly,2.65622
16,mritaly,2.33297
16,mritaly,2.39217
16,mritaly,2.36561
16,mritaly,2.4494
16,mritaly,2.56589
16,mritaly,2.41263
16,mritaly,2.53932
32,mritaly,0.189302
32,mritaly,0.402483
32,mritaly,0.245731
32,mritaly,0.282206
32,mritaly,0.155558
32,mritaly,0.327587
32,mritaly,0.172749
32,mritaly,0.211143
32,mritaly,0.449518
32,mritaly,0.285689
32,mritaly,0.455848
32,mritaly,0.303724
32,mritaly,0.238349
32,mritaly,0.362877
32,mritaly,0.35598
32,mritaly,0.303943
32,mritaly,0.328253
32,mritaly,0.349084
32,mritaly,0.303993
32,mritaly,0.377062
